ID,Topic,Source,Question,Translation,South_Korea,China,Spain,Indonesia,Iran,West_Java
Gu-ch-32,Education,Chinese (China),"What is the duration of compulsory education in years in your country? (Provide Arabic numerals (e.g., 12) only.)","What is the duration of compulsory education in years in the US? (Provide Arabic numerals (e.g., 12) only.)",미국의 의무교육 기간은 몇 년인가요? (아라비아 숫자 (예: 12)만 기재하십시오.),美国义务教育的年限是多少年？（只提供阿拉伯数字，例如：12。）,"¿Cuál es la duración en años de la educación obligatoria en EE.UU.? (Proporciona la respuesta en números (por ejemplo, 12).)","Berapa lama durasi pendidikan wajib dalam tahun di AS? (Berikan hanya angka Arab (contoh, 12).)",در آمریکا مدت زمان آموزش اجباری به سال چقدر است؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.),"Sabaraha taun wajib atikan di AS? (Pasihkeun angka Arab wungkul (contona, 12).)"
Gu-ch-33,Education,Chinese (China),"From which age do students start learning their second language in your country? (Provide Arabic numerals (e.g., 12) only.)","From which age do students start learning their second language in the US? (Provide Arabic numerals (e.g., 12) only.)",미국에서 학생들은 몇 살 때부터 외국어를 배우기 시작하나요? (아라비아 숫자(예: 12)만 기재해 주세요.),在美国，学生从几岁开始学习第二语言？（只提供阿拉伯数字（例如，12）。）,"¿A partir de qué edad comienzan los estudiantes a aprender su segundo idioma en EE.UU.? (Proporciona la respuesta en números (por ejemplo, 12).)","Pada usia berapa siswa mulai belajar bahasa kedua di AS? (Berikan angka Arab (misalnya, 12) saja.)",در آمریکا دانش‌آموزان از چه سنی شروع به یادگیری زبان دوم می‌کنند؟ (فقط اعداد عربی (مثلاً 12) را ارائه دهید.),"Ti umur sabaraha murid-murid di AS mimiti diajar basa kadua? (Pasihkeun angka Arab wungkul (contona, 12).)"
Gu-ch-38,Education,Chinese (China),"What is the duration of undergraduate education in your country? (Provide Arabic numerals (e.g., 12) only.)","What is the duration of undergraduate education in the US? (Provide Arabic numerals (e.g., 12) only.)",미국의 대학교 학부 교육 기간은 몇 년인가요? (아라비아 숫자(예: 12)만 기재해 주세요.),美国的本科教育周期是多长？（只提供阿拉伯数字（例如，12）。）,"¿Cuál es la duración de la educación universitaria de grado en EE.UU.? (Proporciona la respuesta en números (por ejemplo, 12).)","Berapa lama durasi pendidikan rata-rata di AS? (Berikan hanya angka Arab (contoh, 12).)",در آمریکا مدت زمان تحصیل کارشناسی چقدر است؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.),"Sabaraha lila atikan sarjana di AS? (Pasihkeun angka Arab wungkul (contona, 12).)"
Gu-ch-40,Education,Chinese (China),"What time do younger elementary school students finish school in your country? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What time do younger elementary school students finish school in the US? (Provide in HH:MM format (e.g., 18:00, 09:00).)","미국의 초등학교 저학년 학생들은 주로 몇 시에 하교하나요? (HH:MM 형식(예: 18:00, 09:00)으로 제공해주세요.)","美国小学低年级学生什么时候放学？（请以HH:MM格式提供，例如，18:00, 09:00。）","¿A qué hora salen los alumnos de primaria más pequeños del colegio en EE.UU.? (Indica en formato HH:MM (por ejemplo, 18:00, 09:00).)","Pukul berapa siswa sekolah dasar yang lebih muda selesai sekolah di AS? (Berikan dalam format HH:MM (contoh, 18:00, 09:00).)",در آمریکا دانش‌آموزان کوچک دبستانی چه ساعتی از مدرسه تعطیل می‌شوند؟ (به فرمت HH:MM ارائه دهید (مثلاً 18:00، 09:00).),"Tabuh sabaraha murid SD kelas handap réngsé sakola di AS? (Pasihkeun dina format HH:MM (contona, 18:00, 09:00).)"
Gu-ch-41,Education,Chinese (China),"How many musical instruments do elementary school students in your country typically play? (Provide Arabic numerals (e.g., 12) only.)","How many musical instruments do elementary school students in the US typically play? (Provide Arabic numerals (e.g., 12) only.)",미국의 초등학생들은 보통 몇 가지 악기를 다루나요? (아라비아 숫자(예: 12)만 기재해주세요.),美国的小学生通常会演奏多少种乐器？（只提供阿拉伯数字（例如，12）。）,"¿Cuántos instrumentos musicales suelen tocar los alumnos de primaria en EE. UU.? (Proporciona la respuesta en números (por ejemplo, 12).)","Berapa banyak alat musik yang biasanya dimainkan oleh siswa sekolah dasar di AS? (Hanya berikan angka Arab (misalnya, 12).)",در آمریکا دانش‌آموزان دبستانی معمولاً چند ساز موسیقی می‌نوازند؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.),"Sabaraha alat musik anu biasa dipaénkeun ku murid-murid sakola dasar di AS? (Pasihkeun angka Arab wungkul (contona, 12).)"
Ji-ko-02,Work life,Korean (South Korea),What day of the week do people in your country prefer to have company dinners?,What day of the week do people in the US prefer to have company dinners?,미국 사람들은 주중 어느 요일에 회식을 하는 것을 가장 선호하나요?,美国人更喜欢在一周的哪一天举行公司晚宴？,¿Qué día de la semana prefieren las personas en EE. UU. para tener cenas de empresa?,Hari apa dalam seminggu yang biasanya dipilih orang-orang di AS untuk makan malam bersama perusahaan?,مردم در آمریکا ترجیح می‌دهند شام‌های شرکتی را چه روزی از هفته برگزار کنند؟,Poé naon dina saminggu nu dipikaresep ku urang AS pikeun ngayakeun dahar bareng di pausahaan?
Ji-ko-03,Work life,Korean (South Korea),Which region/city has the highest number of financial companies in your country?,Which region/city has the highest number of financial companies in the US?,미국에서 금융 회사가 가장 많은 지역/도시는 어디인가요?,在美国，哪个地区/城市拥有最多的金融公司？,¿Qué región/ciudad tiene el mayor número de empresas financieras en EE.UU.?,Wilayah/kota mana yang memiliki jumlah perusahaan keuangan terbanyak di AS?,کدام منطقه/شهر بیشترین تعداد شرکت‌های مالی را در آمریکا دارد؟,Wewengkon/kota mana nu mibanda jumlah pausahaan kauangan pang lobana di AS?
Ji-ko-07,Work life,Korean (South Korea),What is the most famous private company in your country?,What is the most famous private company in the US?,미국에서 가장 유명한 사기업은 어디입니까?,美国最著名的私营公司是哪一家？,¿Cuál es la empresa privada más famosa de EE. UU.?,Apa perusahaan swasta paling terkenal di AS?,معروف‌ترین شرکت خصوصی در آمریکا چیست؟,Naon pausahaan swasta nu pang kasohorna di AS?
Ji-ko-08,Work life,Korean (South Korea),"What is the maximum number of hours one can work per week in your country? (Provide Arabic numerals (e.g., 12) only.)","What is the maximum number of hours one can work per week in the US? (Provide Arabic numerals (e.g., 12) only.)",미국에서는 일주일에 최대 몇 시간 일할 수 있습니까? (아라비아 숫자(예: 12)만 기재해 주세요.),在美国，每周最多可以工作多少小时？（只提供阿拉伯数字（例如，12）。）,"¿Cuál es el número máximo de horas que se pueden trabajar por semana en EE.UU.? (Proporciona la respuesta en números (por ejemplo, 12).)","Berapa jumlah maksimum jam kerja per minggu di AS? (Hanya berikan angka Arab (contoh, 12).)",حداکثر تعداد ساعات کاری که یک نفر می‌تواند در هفته در آمریکا کار کند چند ساعت است؟ (فقط اعداد عربی (مثلاً 12) را ارائه دهید.),"Sabaraha jumlah maksimal jam gawe mingguan di AS? (Pasihkeun ngan angka Arab wungkul (contona, 12).)"
Ji-ko-09,Work life,Korean (South Korea),What do people typically eat during company get-together in your country?,What do people typically eat during company get-together in the US?,미국 사람들은 보통 회사 모임에서 무엇을 먹나요?,在美国的公司聚会上，人们通常吃些什么？,¿Qué suelen comer las personas durante una reunión de empresa en EE.UU.?,Apa yang biasanya orang makan saat pertemuan perusahaan di AS?,مردم معمولاً در دورهمی‌های شرکتی در آمریکا چه غذاهایی می‌خورند؟,Naon biasana nu didahar ku jalma-jalma nalika aya ririungan pausahaan di AS?
Ji-ko-14,Work life,Korean (South Korea),What is the representative export item of your country?,What is the representative export item of the US?,미국의 대표 수출 품목은 무엇입니까?,美国的代表性出口商品是什么？,¿Cuál es el producto de exportación representativo de EE.UU.?,Apa benda ekspor yang mewakili AS?,کالای صادراتی نماینده درآمریکا چیست؟,Naon barang ékspor anu ngawakilan AS?
Ji-ko-15,Work life,Korean (South Korea),"How long (in hours) is the typical lunch break in your country? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","How long (in hours) is the typical lunch break in the US? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","미국에서 점심 시간은 주로 몇 시간입니까? (아라비아 숫자로 소수점 한 자리까지(예: 2, 3.5)만 제공해 주세요.)",美国的典型午休时间有多长（以小时计）？（仅提供阿拉伯数字，保留到一位小数点（例如，2、3.5）。）,"¿Cuánto dura (en horas) la pausa para el almuerzo típica en EE.UU.? (Proporciona la respuesta en números (p. ej., 2, 3.5).)","Berapa lama (dalam jam) istirahat makan siang yang biasa di AS? (Berikan angka Arab hingga satu desimal (contoh, 2, 3.5) saja.)",معمولاً زمان استراحت ناهار در آمریکا چند ساعت است؟ (فقط عدد عربی تا یک رقم اعشاری (مثلاً 2، 3.5) ارائه دهید.),"Sabaraha lami (dina jam) istirahat beurang anu biasa di AS? (Pasihkeun angka Arab nepi ka hiji tempat desimal (contona, 2, 3.5) wungkul.)"
Ji-ko-16,Family,Korean (South Korea),Where do mothers stay for a certain period after childbirth for recovery in your country?,Where do mothers stay for a certain period after childbirth for recovery in the US?,미국에서 출산 후 어머니들이 회복을 위해 어디에 머무르나요?,在美国，产妇在生完孩子后为了恢复会在哪里住一段时间？,¿Dónde se quedan las madres durante un cierto período después del parto para recuperarse en EE.UU.?,Di mana ibu-ibu tinggal untuk sementara waktu setelah melahirkan untuk pemulihan di AS?,در آمریکا مادران پس از زایمان برای مدتی به منظور بهبودی در کجا اقامت دارند؟,Di mana ibu-ibu cicing pikeun sababaraha waktu saatos ngalahirkeun pikeun pamulihan di AS?
Ji-ko-19,Family,Korean (South Korea),What is your country's most commonly given flower on Parents' Day?,What is the US's most commonly given flower on Parents' Day?,미국에서 어버이날에 부모님께 드리는 가장 흔한 꽃은 무엇인가요?,在父母节上，美国最常赠送的花是什么？,¿Cuál es la flor que se regala más comúnmente en Estados Unidos en el Día de los Padres?,Apa bunga yang paling sering diberikan di AS pada Hari Orang Tua?,در آمریکا متداول‌ترین گلی که در روز والدین اهدا می‌شود، چیست؟,Naon kembang anu pang mindengna dipasihkeun dina Dinten Kolot di AS?
